Q_ID,Video_ID,Rank,Answer,Time (sec)
QhczbmyAPQw,QhczbmyAPQw,5,There are three red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,6,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,7,There are no red round patches on the woman's jeans in the image.,0.5179
QhczbmyAPQw,QhczbmyAPQw,8,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,9,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,10,There are two red round patches on the woman's jeans.,0.5179
QJuU4NALRfs,QJuU4NALRfs,1,The first baby head drops into the birth canal.,0.269
QJuU4NALRfs,QJuU4NALRfs,2,The first baby head drops into the birth canal during labor.,0.269
QJuU4NALRfs,QJuU4NALRfs,3,The first baby head drops into the birth canal.,0.269
QJuU4NALRfs,QJuU4NALRfs,4,The first baby head drops into the pelvic inlet.,0.269
QJuU4NALRfs,QJuU4NALRfs,5,The first baby head drops into the pelvis.,0.269
QJuU4NALRfs,QJuU4NALRfs,6,The first baby head drops into the pelvis during childbirth.,0.269
QJuU4NALRfs,QJuU4NALRfs,7,The first baby head drops into the pelvis during childbirth.,0.269
QJuU4NALRfs,QJuU4NALRfs,8,The first baby head drops into the birth canal.,0.269
QJuU4NALRfs,QJuU4NALRfs,9,The first baby head drops into the birth canal.,0.269
QJuU4NALRfs,QJuU4NALRfs,10,The first baby head drops into the birth canal during childbirth.,0.269
QKR5_es5p-8,QKR5_es5p-8,1,The man assists the girl by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,2,The man steps in to help the girl by throwing the ring for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,3,The man helps the girl by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,4,The man helps the girl by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,5,The man helps her by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,6,The man assists the girl by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,7,The man helps her by throwing the ring for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,8,The man takes over and throws the ring himself.,0.5524
QKR5_es5p-8,QKR5_es5p-8,9,The man helps the girl by throwing the ring over the object for her.,0.5524
QKR5_es5p-8,QKR5_es5p-8,10,The man steps in to help the girl by throwing the ring for her.,0.5524
QL68DPwP1P0,QL68DPwP1P0,1,"The woman proceeds to place the pillow on the bed, completing the initial setup for the bed.",0.5269
QL68DPwP1P0,QL68DPwP1P0,2,The woman likely continues her morning routine or engages in another activity after making her bed with a blanket and grabbing a pillow.,0.5269
QL68DPwP1P0,QL68DPwP1P0,3,The woman likely proceeds to arrange or settle the blanket and pillow as part of her bed-making routine.,0.5269
QL68DPwP1P0,QL68DPwP1P0,4,"The woman proceeds to lie down on the bed, presumably to rest or relax.",0.5269
QL68DPwP1P0,QL68DPwP1P0,5,The woman arranges the pillow on the bed.,0.5269
QL68DPwP1P0,QL68DPwP1P0,6,The woman likely proceeds to sit on the bed or prepare for a restful night's sleep after making her bed and arranging the pillow.,0.5269
QL68DPwP1P0,QL68DPwP1P0,7,The woman is likely preparing for bed or tidying up her sleeping area.,0.5269
QL68DPwP1P0,QL68DPwP1P0,8,The woman proceeds to sit on the bed.,0.5269
QL68DPwP1P0,QL68DPwP1P0,9,The woman likely proceeds to arrange the blanket and pillow to ensure comfort and aesthetic appeal in her bed.,0.5269
QL68DPwP1P0,QL68DPwP1P0,10,"She proceeds to ""clean her house"" after making her bed and grabbing a pillow.",0.5269
QlGfDlxPvPw,QlGfDlxPvPw,1,The man is taking a dive from a boat into the water.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,2,The man is taking a dive from a cliff into the water below.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,3,The man is taking a dive from a diving platform into the water.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,4,The man is taking a dive from a platform or a boat into the water below.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,5,"The man in the image appears to be taking a dive from a pier or dock into a body of water, likely a lake or ocean.",0.4672
QlGfDlxPvPw,QlGfDlxPvPw,6,The man is taking a dive from the water up to the surface of the water.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,7,The man is taking a dive from a platform or a bridge into the water below.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,8,The man is taking a dive from a diving platform into the water below.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,9,The man in the image is taking a dive from a rock into the water.,0.4672
QlGfDlxPvPw,QlGfDlxPvPw,10,The man is taking a dive from a platform into the water.,0.4672
QmXwE6NCFaI,QmXwE6NCFaI,1,The background sound heard when the man goes outside is the chirping of birds.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,2,The sound of the door opening and the wind blowing is heard when the man goes outside.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,3,The background sound heard when the man goes outside is the sound of a door closing.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,4,The sound of birds chirping is heard when the man goes outside.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,5,The background sound heard when the man goes outside is a chirping cricket.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,6,The background sound heard when the man goes outside is the sound of a car engine.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,7,The background sound heard when the man goes outside is the sound of the door closing.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,8,The background sound heard when the man goes outside is the chirping of birds.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,9,The background sound heard when the man goes outside is a dog barking.,0.4697
QmXwE6NCFaI,QmXwE6NCFaI,10,The sound of birds chirping can be heard in the background as the man goes outside.,0.4697
QN7iuxaKVOE,QN7iuxaKVOE,1,"I'm sorry, but I cannot provide the lyrics of the song after ""She brung and put a ring on my finger."" without the title of the song. Please provide the title of the song for me to assist you better.",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,2,"The lyrics of the song after ""She brung and put a ring on my finger"" are ""and said, 'It's yours, it's yours.'""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,3,"""Married to the bone, got a whole new family.""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,4,"The lyrics that follow ""She brung and put a ring on my finger"" in the song ""Blinding Lights"" by The Weeknd are: ""I said 'Baby, I don't want to get married.' She said 'Baby, I don't want to get married.'""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,5,"""Promised to love you forever.""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,6,You're married now.,0.7057
QN7iuxaKVOE,QN7iuxaKVOE,7,"I'm sorry, but I cannot provide the lyrics of a song without more context. Please provide the title of the song or the artist.",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,8,"""Are you still in love with me?""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,9,"""I never thought it would happen, but now it's real.""",0.7057
QN7iuxaKVOE,QN7iuxaKVOE,10,"""Here comes the rain, here comes the rain.""",0.7057
QRBvXoSRGDE,QRBvXoSRGDE,1,A person is seen feeding the giraffe some carrot strips.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,2,The image does not provide enough information to identify who is feeding the giraffe.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,3,The person feeding the giraffe some carrot strips is not visible in the image provided.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,4,A person is seen feeding the giraffe some carrot strips in the image.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,5,A person can be seen feeding the giraffe some carrot strips.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,6,A person can be seen feeding the giraffe some carrot strips.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,7,The image shows a person feeding a giraffe some carrot strips.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,8,A person can be seen feeding the giraffe some carrot strips.,0.3461
QRBvXoSRGDE,QRBvXoSRGDE,9,"In the picture, a person is feeding a giraffe some carrot strips.",0.3461
QRBvXoSRGDE,QRBvXoSRGDE,10,A person is feeding the giraffe some carrot strips.,0.3461
QwSEnsMHR3I,QwSEnsMHR3I,1,"After the tape is applied to the water, it creates a distinct line that can be used to measure or mark the water level, such as for fishing or leveling purposes.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,2,"After the tape is applied to the water, it will float due to the principle of buoyancy, as the tape is denser than water and will displace its own weight in water.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,3,"After the tape is applied to the water, it creates a barrier that prevents the water from spreading or leaking.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,4,"After the tape is applied to the water, it adheres to the surface, creating a water-resistant barrier.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,5,"After the tape is applied to the water, it will adhere to the surface, potentially creating a barrier or seal.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,6,"The tape sticks to the water, forming a cohesive bond that can be used to secure or attach objects to the water surface.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,7,"After the tape is applied to the water, it creates a visible line where the water and tape meet, and the tape can be used to measure or mark the water level.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,8,"The tape will stick to the water, potentially causing it to stretch or deform.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,9,"The tape adheres to the water, creating a thin layer of water vapor around it as the tape dries.",0.698
QwSEnsMHR3I,QwSEnsMHR3I,10,The tape sticks to the water and can be used to create a barrier or to secure something in place.,0.698
QxTUhUj5mXs,QxTUhUj5mXs,1,"The first sentence verbalized in the video is: ""Hello, how are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,2,"The first sentence verbalized in the video is ""Hello, how are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,3,"The first sentence verbalized in this video is ""Hello, how are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,4,"The first sentence in the video is ""Hello, how are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,5,"The first sentence verbalized in the video is ""This is the first sentence.""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,6,"The first sentence verbalized in this video is ""Hello, how are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,7,"The first sentence in the video is: ""In the past, the most popular Christmas movies were mostly focused on the traditional story of Santa Claus.""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,8,"The first sentence verbalized in this video is ""What is the first sentence verbalized in this video?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,9,"The first sentence verbalized in this video is ""How are you today?""",0.4409
QxTUhUj5mXs,QxTUhUj5mXs,10,"The first sentence verbalized in this video is ""Good morning, everyone.""",0.4409
Qz39qVt6NGA,Qz39qVt6NGA,1,"The video outlines a technique correction for the triceps bench dip exercise by ensuring the body remains straight and the arms are extended fully, avoiding any swinging or arching of the back.",0.75
Qz39qVt6NGA,Qz39qVt6NGA,2,"The video corrects the technique by ensuring the participant's body is straight and not leaning forward, maintaining proper alignment with the arms and elbows to effectively target the triceps.",0.75
Qz39qVt6NGA,Qz39qVt6NGA,3,The video corrects the technique of the triceps bench dip exercise by emphasizing the importance of keeping the body straight and the elbows tucked in to ensure a proper and safe movement.,0.75
Qz39qVt6NGA,Qz39qVt6NGA,4,"The video corrects the triceps bench dip exercise by emphasizing proper posture, ensuring the body remains straight and the elbows track directly behind the shoulders, and avoiding unnecessary wrist extension to maintain a neutral wrist position.",0.75
Qz39qVt6NGA,Qz39qVt6NGA,5,"The video demonstrates the correct form for the triceps bench dip exercise by emphasizing keeping the back straight and using the triceps to lower and raise the body, ensuring a full range of motion.",0.75
Qz39qVt6NGA,Qz39qVt6NGA,6,The video outlines the importance of keeping the body straight and using the triceps to drive the movement during the triceps bench dip exercise.,0.75
Qz39qVt6NGA,Qz39qVt6NGA,7,The video outlines the technique correction to ensure the correct form in the triceps bench dip exercise by maintaining a straight line from head to heels and keeping the chest lifted.,0.75
Qz39qVt6NGA,Qz39qVt6NGA,8,The video outlines the importance of keeping the elbows close to the body to maintain proper form and target the triceps effectively during the triceps bench dip exercise.,0.75
Qz39qVt6NGA,Qz39qVt6NGA,9,The video outlines a technique correction for the triceps bench dip exercise by emphasizing proper alignment and maintaining a straight back to ensure effective engagement of the triceps muscles.,0.75
Qz39qVt6NGA,Qz39qVt6NGA,10,The video outlines that the technique for the triceps bench dip exercise should include keeping the body straight and the arms fully extended to engage the triceps muscles effectively.,0.75
QZgdI0jv28o,QZgdI0jv28o,1,There is one fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,2,There is one fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,3,There are no fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,4,There are no fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,5,There is one fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,6,There are no fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,7,There are no fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,8,There are no fish in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,9,There are no fish visible in the video.,0.4509
QZgdI0jv28o,QZgdI0jv28o,10,There are no fish in the video.,0.4509
Q_cDYrCPVvc,Q_cDYrCPVvc,1,LeBron James excels in the sport of basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,2,LeBron James excels in the sport of basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,3,LeBron James excels in the sport of basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,4,LeBron James excels in basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,5,LeBron James excels in basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,6,LeBron James excels in basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,7,LeBron James excels in basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,8,LeBron James excels in the sport of basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,9,LeBron James excels in basketball.,0.4969
Q_cDYrCPVvc,Q_cDYrCPVvc,10,LeBron James excels in basketball.,0.4969
Q_hGnEy6dYw,Q_hGnEy6dYw,1,"The image shows a man with a white beard and mustache, wearing a black jacket and a white shirt, standing against a blue background.",0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,2,"The image appears to be blank, so there is no man or any other subject to describe.",0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,3,"The image shows a man with short hair, wearing a dark-colored jacket.",0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,4,The image shows a man with short hair and a neutral expression.,0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,5,The image shows a person wearing a white shirt and blue pants.,0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,6,"The image appears to be a placeholder or a default profile picture, often used when an image is not available or cannot be displayed. It does not depict a specific person.",0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,7,The image appears to be a placeholder or a generic icon representing a man.,0.6591
Q_hGnEy6dYw,Q_hGnEy6dYw,8,"The image shows a man in a suit and tie, but without additional context, it's not possible to identify him specifically.",0.6591
