Q_ID,Video_ID,Rank,Answer,Time (sec),,
OXW2JaSW1GE,OXW2JaSW1GE,8,"The video shows a dental procedure, specifically the removal of a wisdom tooth, in a clinical setting.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,9,"The video shows a dental procedure involving the extraction of a wisdom tooth, with a focus on the preparation and the actual removal process.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,10,"The video shows a dental procedure, specifically the removal of a wisdom tooth, depicted through an x-ray and a clinical setting.",4.1766,,
OYGEa7yHiXQ,OYGEa7yHiXQ,1,"Using a concrete sprayer is efficient for building walls as it allows for a uniform application of concrete, ensuring structural integrity and a smooth finish.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,2,"This method is effective for building the wall as it ensures a strong and uniform structure by filling the gaps between the rebar mesh with concrete, which helps in distributing the load evenly and provides additional strength.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,3,"Using a hose to apply concrete is efficient and ensures a smooth, even application, which is crucial for structural integrity.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,4,"This method is effective for building the wall as it ensures a uniform and dense layer of concrete, which is crucial for structural integrity and durability.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,5,"This method allows for a smooth and even application of concrete, which helps in creating a strong and durable wall.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,6,"This method is effective for building the wall as it ensures a smooth and even application of concrete, which can enhance the durability and stability of the structure.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,7,"Using this method, the concrete is applied directly to the rebar structure, ensuring a strong bond and even distribution, which is crucial for the wall's structural integrity.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,8,"Using a spray gun to apply concrete to a wall helps in creating a uniform and consistent layer, which is crucial for the strength and durability of the wall.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,9,"Using a concrete spray gun allows for a more efficient and uniform application of concrete, which can lead to a stronger and more durable wall structure.",3.7571,,
OYGEa7yHiXQ,OYGEa7yHiXQ,10,"Using a concrete spraying machine is a good way to build the wall as it allows for a more efficient and uniform application of concrete, which can help in creating a stronger and more durable structure.",3.7571,,
OZDiRSO0tm8,OZDiRSO0tm8,1,Two.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,2,We see one braid in the video.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,3,Two braids.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,4,We see one braid in the video.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,5,One braid is visible in the video.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,6,Two braids.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,7,One braid is visible in the video.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,8,"In the video, we see one braid.",3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,9,One braid is visible in the video.,3.5403,,
OZDiRSO0tm8,OZDiRSO0tm8,10,"In the video, we see one braid.",3.5403,,
OzlqFYX6rVU,OzlqFYX6rVU,1,The third video shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,2,The third video has a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,3,The video in the top left corner shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,4,The third video shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,5,The third video in the compilation features a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,6,The third video in the compilation shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,7,The second video in the top row shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,8,The video in the bottom left corner shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,9,The third video in the top row shows a girl kissing another girl.,3.5105,,
OzlqFYX6rVU,OzlqFYX6rVU,10,The third video in the compilation shows a girl kissing another girl.,3.5105,,
OzNdzgQi1CA,OzNdzgQi1CA,1,"The musical piece being played in the background is ""The Star-Spangled Banner.""",4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,2,The video does not provide any information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,3,The video does not provide information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,4,"The musical piece being played in the background is ""Happy Birthday.""",4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,5,The video does not provide information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,6,The video does not provide information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,7,The video does not provide any information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,8,The video does not provide any information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,9,The video does not provide information about the musical piece being played in the background.,4.0416,,
OzNdzgQi1CA,OzNdzgQi1CA,10,"The musical piece being played in the background is ""All About That Bass"" by Meghan Trainor.",4.0416,,
P8LJTv-cqIw,P8LJTv-cqIw,1,"No, the instructions from this video are specific to IKEA products and may not be applicable to products from other stores.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,2,"No, the instructions are specific to IKEA products.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,3,"No, the instructions are specific to IKEA products.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,4,"No, the instructions in the video are specific to IKEA products and cannot be used with products from other stores.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,5,"No, the instructions are specific to IKEA products.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,6,"No, the instructions are specifically for products from IKEA, as indicated by the IKEA logo and website in the video.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,7,"No, the instructions are specific to IKEA products and may not be applicable to products from other stores.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,8,"No, the instructions are specific to IKEA products and cannot be used with products from other stores.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,9,"No, the instructions are specific to IKEA products.",3.5878,,
P8LJTv-cqIw,P8LJTv-cqIw,10,"No, the instructions are specific to IKEA products.",3.5878,,
PAmo_TwQvOI,PAmo_TwQvOI,1,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,2,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,3,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,4,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,5,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,6,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,7,There is one street lamp in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,8,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,9,There is one street lamp visible in the video.,3.7671,,
PAmo_TwQvOI,PAmo_TwQvOI,10,There is one street lamp in the video.,3.7671,,
PC2QTvV7DKY,PC2QTvV7DKY,1,"The weapon shown in the video is the AGS-17 Plamya, which is a Russian 30mm caliber grenade launcher.",3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,2,The grenade launcher in the video is the AGS-17 Plamya.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,3,The grenade launcher shown in the video is the MK 19.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,4,The weapon shown in the video is the MK 19 Grenade Launcher.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,5,The weapon shown in the video is the MK 19 Grenade Launcher.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,6,The grenade launcher in the video is the MK 19.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,7,"The weapon shown in the video is the MK 19 Grenade Launcher, which is used by the USA military.",3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,8,The MK 19 Grenade Launcher is the weapon being referred to in the image.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,9,The grenade launcher shown in the video is the MK 19.,3.7508,,
PC2QTvV7DKY,PC2QTvV7DKY,10,The MK 19 Grenade Launcher.,3.7508,,
PcDuz7j9LL8,PcDuz7j9LL8,1,The man uses a pressure washer to rinse the cleaning solution off the driveway.,3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,2,"After using the cleaning solution and machine, the man uses a high-pressure hose to rinse the driveway clean.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,3,The man uses a pressure washer to rinse off the cleaning solution from the driveway.,3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,4,"After using a machine to dispense a cleaning solution and scrub his driveway, the man rinses it with a hose.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,5,"After using a machine to dispense a cleaning solution and scrub his driveway, the man rinses the driveway with a hose.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,6,"After using a machine to dispense a cleaning solution and scrub his driveway, the man rinses the driveway with a hose to clean off the solution.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,7,"After using a machine to dispense a cleaning solution and scrub his driveway, the man uses a high-pressure water hose to rinse the driveway clean.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,8,"After using a machine to dispense a cleaning solution and scrub his driveway, the man uses a hose to rinse the solution off.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,9,"After using a machine to dispense a cleaning solution and scrub his driveway, the man uses a hose to rinse off the cleaning solution, leaving the driveway spotless.",3.9995,,
PcDuz7j9LL8,PcDuz7j9LL8,10,"After using a machine to dispense a cleaning solution and scrub his driveway, the man rinses the driveway with a hose to clean away the solution and dirt.",3.9995,,
PgKOzRgYMAI,PgKOzRgYMAI,1,twice,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,2,3,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,3,twice,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,4,3,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,5,2,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,6,The colorful screen with lines appears twice in the video.,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,7,twice,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,8,Two times.,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,9,twice,3.5703,,
PgKOzRgYMAI,PgKOzRgYMAI,10,two,3.5703,,
Ph5M5xWoPRE,Ph5M5xWoPRE,1,"The crying boy appears to be mouthing words or singing along, though the exact content of what he is saying is not clear from the image.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,2,The crying boy appears to be mouthing words or singing along to the music during the chorus performance.,3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,3,"The crying boy could be seen mouthing words or singing along during the chorus performance, even though he is crying.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,4,"The crying boy could be seen mouthing lyrics or singing along enthusiastically during the chorus performance, even though he is visibly upset.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,5,"The crying boy appears to be mouthing words or singing along enthusiastically, possibly repeating the lyrics of the song being performed.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,6,The crying boy appears to be mouthing words or singing along to the music during the chorus performance.,3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,7,"The crying boy appears to be mouthing words or singing along enthusiastically during the chorus performance, despite his emotional state.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,8,"The crying boy appears to be mouthing lyrics or singing along with the chorus performance, though the specific words are not audible in the image.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,9,"The crying boy appears to be mouthing words or singing along, but the exact content of his mouth movements cannot be determined from the image.",3.9694,,
Ph5M5xWoPRE,Ph5M5xWoPRE,10,"The crying boy appears to be mouthing words or singing along with the performance, though the exact words are not clear from the image.",3.9694,,
Pi8HvqoDxX8,Pi8HvqoDxX8,1,The presence of a large crowd in the background suggests that this is a competitive game rather than a practice session.,4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,2,The presence of a large crowd in the stands and the players' focused expressions indicate that this is a competitive game rather than a practice session.,4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,3,"The presence of a large, attentive crowd in the background indicates that this is a competitive game rather than a practice session.",4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,4,The presence of a crowd and the players' focused expressions suggest that this is a competitive game rather than a practice session.,4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,5,The presence of a crowd and the players' focused and skilled movements suggest that this is a competitive game rather than a practice session.,4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,6,"The presence of a large audience in the background suggests that this is a competitive game, as they would not be present in large numbers for a practice session.",4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,7,"The presence of a large crowd and the players' focused expressions indicate that this is a competitive game, not a practice session.",4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,8,"The presence of a large crowd in the background indicates that this is a competitive game, as practice sessions typically do not have spectators.",4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,9,The presence of a large crowd and the players' focused and skilled movements suggest that this is a competitive game rather than a practice session.,4.0398,,
Pi8HvqoDxX8,Pi8HvqoDxX8,10,The presence of a large crowd in the background and the players' focused and athletic movements indicate that this is a competitive game.,4.0398,,
PiIrinu42DQ,PiIrinu42DQ,1,The person is using a soldering iron to melt and connect wires.,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,2,soldering iron,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,3,The person is using a soldering iron.,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,4,soldering iron,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,5,The person is using a soldering iron to solder a wire onto the object.,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,6,soldering iron,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,7,soldering iron,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,8,The person is using a soldering iron.,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,9,The person is using a soldering iron to solder wires together.,3.8884,,
PiIrinu42DQ,PiIrinu42DQ,10,The person is using a soldering iron.,3.8884,,
PJPqGJzIwfg,PJPqGJzIwfg,1,The bong is a smoking device that is typically used to inhale marijuana smoke.,4.1336,,
PJPqGJzIwfg,PJPqGJzIwfg,2,The bong is for smoking marijuana.,4.1336,,
PJPqGJzIwfg,PJPqGJzIwfg,3,"The bong is a device used for smoking marijuana, typically designed to filter smoke and provide a smoother inhalation experience.",4.1336,,
